2023-01-27, 21:21:44.442, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:26:46.825, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99989809307634% complete 
2023-01-27, 21:26:48.115, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99989737033293% complete 
2023-01-27, 21:26:51.614, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:26:51.674, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:26:53.474, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:26:54.734, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:26:55.010, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:26:56.653, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:26:57.405, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998941179878% complete 
2023-01-27, 21:26:59.652, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99989339524444% complete 
2023-01-27, 21:27:00.777, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:03.084, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:03.217, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:04.888, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99989158838612% complete 
2023-01-27, 21:27:06.896, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:07.294, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:09.182, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998897815279% complete 
2023-01-27, 21:27:16.361, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:16.666, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:17.014, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:19.443, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998861678116% complete 
2023-01-27, 21:27:19.735, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:21.797, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:21.904, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:23.763, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99988472232518% complete 
2023-01-27, 21:27:25.139, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:28.980, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:29.046, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:30.267, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:31.395, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:32.060, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99988146998083% complete 
2023-01-27, 21:27:37.114, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:37.179, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:39.353, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99987894037983% complete 
2023-01-27, 21:27:39.517, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:41.244, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:41.548, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:42.604, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:45.592, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99987677215049% complete 
2023-01-27, 21:27:47.641, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:49.674, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:50.838, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99987496529279% complete 
2023-01-27, 21:27:55.773, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:27:58.102, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998720743206% complete 
2023-01-27, 21:27:58.745, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:27:58.835, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:27:58.921, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:00.470, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99987135157757% complete 
2023-01-27, 21:28:05.921, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:06.059, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:28:06.769, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99986918334858% complete 
2023-01-27, 21:28:09.044, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:11.239, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:14.148, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:16.001, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99986556963378% complete 
2023-01-27, 21:28:17.288, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99986520826232% complete 
2023-01-27, 21:28:19.246, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:19.326, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:28:19.349, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:20.479, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:24.671, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99986267866213% complete 
2023-01-27, 21:28:27.475, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:27.707, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:28:27.735, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:30.150, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:32.172, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99985978769065% complete 
2023-01-27, 21:28:34.975, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:35.083, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:28:36.267, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:37.391, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:41.461, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99985653534793% complete 
2023-01-27, 21:28:41.514, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:42.148, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:43.291, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:43.350, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:28:47.679, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:49.043, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99985400574819% complete 
2023-01-27, 21:28:50.871, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:51.528, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:28:51.602, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:28:54.497, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99985183751996% complete 
2023-01-27, 21:28:55.019, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:28:55.893, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99985147614858% complete 
2023-01-27, 21:29:01.678, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:01.730, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:29:03.785, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:05.149, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99984786243506% complete 
2023-01-27, 21:29:05.188, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:08.850, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:09.323, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:12.666, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99984533283576% complete 
2023-01-27, 21:29:16.952, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:17.020, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:29:17.447, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:20.107, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:20.583, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:21.023, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99984244186528% complete 
2023-01-27, 21:29:28.011, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:28.362, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:28.624, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99983955089498% complete 
2023-01-27, 21:29:31.241, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:31.923, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99983846678114% complete 
2023-01-27, 21:29:35.457, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:35.513, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:29:37.232, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99983629855357% complete 
2023-01-27, 21:29:39.372, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:40.498, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:42.465, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99983449169734% complete 
2023-01-27, 21:29:44.654, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:44.792, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:29:50.625, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:29:51.701, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99983123935627% complete 
2023-01-27, 21:29:51.852, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:29:52.164, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:29:55.753, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:00.163, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998279870154% complete 
2023-01-27, 21:30:02.366, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:02.612, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:03.958, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:06.405, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99982581878827% complete 
2023-01-27, 21:30:07.699, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998254574171% complete 
2023-01-27, 21:30:08.086, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:10.946, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99982401193242% complete 
2023-01-27, 21:30:12.674, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:12.730, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:13.244, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99982328919008% complete 
2023-01-27, 21:30:15.276, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:17.794, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:17.869, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:20.933, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:21.155, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:23.491, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99981967547862% complete 
2023-01-27, 21:30:24.215, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:24.275, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:25.395, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:31.793, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9998167845096% complete 
2023-01-27, 21:30:34.345, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:34.511, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:38.632, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:39.691, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:42.036, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99981280942752% complete 
2023-01-27, 21:30:46.761, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:47.760, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:47.823, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:50.978, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:30:52.338, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99980919571681% complete 
2023-01-27, 21:30:53.885, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:54.959, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:30:55.015, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:30:55.154, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:00.355, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:01.605, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99980594337737% complete 
2023-01-27, 21:31:02.076, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:02.217, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:03.845, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99980522063531% complete 
2023-01-27, 21:31:05.276, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:05.330, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:09.500, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:10.091, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99980269103817% complete 
2023-01-27, 21:31:15.517, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:15.672, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:15.673, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99980088418314% complete 
2023-01-27, 21:31:16.672, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:17.734, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:17.845, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:17.846, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:17.959, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99979980007015% complete 
2023-01-27, 21:31:21.907, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:21.977, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:21.977, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:23.130, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:24.151, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:24.220, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:25.475, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99979727047328% complete 
2023-01-27, 21:31:27.420, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:33.286, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:34.828, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99979401813462% complete 
2023-01-27, 21:31:35.586, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:37.347, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:37.511, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:31:39.789, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:40.399, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99979184990899% complete 
2023-01-27, 21:31:43.585, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:47.643, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:47.725, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
